date,quarter,year,quarter_num,department,region,revenue,expenses,employees,performance_score,simulated_customers,profit,profit_margin,customer_satisfaction,growth_rate,market_share,roi,expense_efficiency,revenue_per_customer,customer_growth_rate,nps,esg_score,rolling_revenue_avg,rolling_profit_avg,forecasted_revenue,profit_volatility,ytd_revenue,ytd_profit,region_competitiveness_index,profit_rank
2024-04-01,2024-Q2,2024,2,Cloud,Europe,29611387.01,12885203.03,6009,88.51,1094691,16726183.97,56.49,94,-58.07,6.35,129.81,2.3,27.05,-5.48,65,81.38,57998262.07,31780853.8,70815893.72,11671290.58,100233713.1,54644622.5,85.71,6.0
2024-07-01,2024-Q3,2024,3,Cloud,Europe,69198068.19,36263618.38,28811,90.63,1875834,32934449.81,47.59,82,133.69,14.71,90.82,1.91,36.89,71.36,78,80.34,53010136.74,29146762.44,57998262.07,9047631.51,169431781.29,87579072.31,57.14,4.0
2024-10-01,2024-Q4,2024,4,Cloud,Europe,31753431.89,15843214.57,29463,96.89,1810509,15910217.32,50.11,92,-54.11,7.09,100.42,2.0,17.54,-3.48,62,65.88,50296303.3,25872322.41,53010136.74,11223159.73,201185213.18,103489289.63,42.86,3.0
2020-01-01,2020-Q1,2020,1,Hardware,Europe,23954811.47,11048617.53,26304,72.21,1026318,12906193.94,53.88,88,0.0,6.96,116.81,2.17,23.34,0.0,47,88.06,23954811.47,12906193.94,23954811.47,0.0,23954811.47,12906193.94,42.86,3.0
2020-04-01,2020-Q2,2020,2,Hardware,Europe,24988303.92,14865195.42,42216,90.36,1445628,10123108.5,40.51,80,4.31,7.31,68.1,1.68,17.29,40.86,10,72.36,24471557.7,11514651.22,23954811.47,1967938.59,48943115.39,23029302.44,71.43,5.0
2020-07-01,2020-Q3,2020,3,Hardware,Europe,71561432.28,21857418.87,23686,95.98,449172,49704013.41,69.46,93,186.38,17.69,227.4,3.27,159.32,-68.93,31,93.81,40168182.56,24244438.62,24471557.7,22092506.71,120504547.67,72733315.85,14.29,1.0
2020-10-01,2020-Q4,2020,4,Hardware,Europe,47717348.06,29057372.75,29361,90.94,1222673,18659975.31,39.11,81,-33.32,13.89,64.22,1.64,39.03,172.21,30,87.19,42055473.93,22848322.79,40168182.56,18253286.26,168221895.74,91393291.16,71.43,5.0
2021-01-01,2021-Q1,2021,1,Hardware,Europe,61247173.67,41000325.16,48254,78.63,529421,20246848.51,33.06,85,28.35,17.59,49.38,1.49,115.69,-56.7,18,95.49,51378564.48,24683486.43,42055473.93,17262655.44,61247173.67,20246848.51,100.0,7.0
2021-04-01,2021-Q2,2021,2,Hardware,Europe,25654006.29,14451309.57,24835,91.33,482250,11202696.72,43.67,78,-58.11,7.01,77.52,1.78,53.2,-8.91,77,86.38,51544990.08,24953383.49,51378564.48,16964998.54,86901179.96,31449545.23,71.43,5.0
2021-07-01,2021-Q3,2021,3,Hardware,Europe,44071286.59,23837473.32,17420,77.52,1809144,20233813.27,45.91,75,71.79,15.34,84.88,1.85,24.36,275.15,19,91.98,44672453.65,17585833.45,51544990.08,4320147.12,130972466.55,51683358.5,57.14,4.0
2021-10-01,2021-Q4,2021,4,Hardware,Europe,56372802.75,28531718.16,27183,95.55,939197,27841084.59,49.39,100,27.91,14.22,97.58,1.98,60.02,-48.09,76,62.53,46836317.33,19881110.77,44672453.65,6805248.39,187345269.3,79524443.09,57.14,4.0
2022-01-01,2022-Q1,2022,1,Hardware,Europe,24517848.26,11344507.97,46426,98.76,574156,13173340.3,53.73,91,-56.51,7.08,116.12,2.16,42.7,-38.87,91,62.17,37653985.98,18112733.72,46836317.33,7556145.58,24517848.26,13173340.3,42.86,3.0
2022-04-01,2022-Q2,2022,2,Hardware,Europe,25390061.74,10033065.97,8338,98.39,986813,15356995.77,60.48,90,3.56,7.51,153.06,2.53,25.73,71.87,50,89.58,37587999.84,19151308.48,37653985.98,6501716.14,49907910.0,28530336.06,57.14,4.0
2022-07-01,2022-Q3,2022,3,Hardware,Europe,37782642.49,21871914.09,21419,99.24,667462,15910728.4,42.11,84,48.81,7.81,72.75,1.73,56.61,-32.36,58,67.13,36015838.81,18070537.26,37587999.84,6620025.55,87690552.49,44441064.46,100.0,7.0
2022-10-01,2022-Q4,2022,4,Hardware,Europe,40732296.47,25515042.47,20632,71.99,1622797,15217254.0,37.36,72,7.81,9.34,59.64,1.6,25.1,143.13,7,84.92,32105712.24,14914579.62,36015838.81,1198828.68,128422848.96,59658318.46,100.0,7.0
2023-01-01,2023-Q1,2023,1,Hardware,Europe,50417502.42,31809495.83,32199,75.82,1127129,18608006.59,36.91,96,23.78,16.93,58.5,1.58,44.73,-30.54,60,81.92,38580625.78,16273246.19,32105712.24,1585050.96,50417502.42,18608006.59,100.0,7.0
2023-04-01,2023-Q2,2023,2,Hardware,Europe,34382553.49,17331749.64,21947,84.81,1153566,17050803.85,49.59,94,-31.8,10.33,98.38,1.98,29.81,2.35,24,95.8,40828748.72,16696698.21,38580625.78,1481552.59,84800055.91,35658810.44,57.14,4.0
2023-07-01,2023-Q3,2023,3,Hardware,Europe,70669301.77,31826553.47,38719,77.69,666776,38842748.3,54.96,77,105.54,15.37,122.05,2.22,105.99,-42.2,91,65.74,49050413.54,22429703.19,40828748.72,11029436.31,155469357.69,74501558.74,42.86,3.0
2023-10-01,2023-Q4,2023,4,Hardware,Europe,102008952.7,47092176.93,5880,87.01,102040,54916775.77,53.84,74,44.35,24.18,116.62,2.17,999.7,-84.7,71,72.78,64369577.6,32354583.63,49050413.54,18021495.04,257478310.39,129418334.52,57.14,4.0
2024-01-01,2024-Q1,2024,1,Hardware,Europe,33439473.07,11514346.01,17636,85.68,1501781,21925127.06,65.57,89,-67.22,9.03,190.42,2.9,22.27,1371.76,12,93.45,60125070.26,33183863.75,64369577.6,17237335.57,33439473.07,21925127.06,42.86,3.0
2024-04-01,2024-Q2,2024,2,Hardware,Europe,48006804.71,32963134.04,44338,79.65,1166794,15043670.67,31.34,75,43.56,10.29,45.64,1.46,41.14,-22.31,29,87.96,63531133.07,32682080.45,60125070.26,17880725.66,81446277.78,36968797.73,100.0,7.0
2024-07-01,2024-Q3,2024,3,Hardware,Europe,86981804.9,47795330.45,11142,95.66,1467799,39186474.45,45.05,83,81.19,18.49,81.99,1.82,59.26,25.8,56,95.88,67609258.85,32768011.99,63531133.07,17920982.36,168428082.69,76155272.18,85.71,6.0
2024-10-01,2024-Q4,2024,4,Hardware,Europe,61995712.01,41209186.9,42000,76.11,355896,20786525.11,33.53,81,-28.73,13.85,50.44,1.5,174.2,-75.75,36,62.99,57605948.67,24235449.32,67609258.85,10412406.29,230423794.69,96941797.29,85.71,6.0
2020-01-01,2020-Q1,2020,1,Maps,Europe,51965967.45,18489659.53,47590,83.13,1187778,33476307.93,64.42,95,0.0,15.1,181.05,2.81,43.75,0.0,96,95.04,51965967.45,33476307.93,51965967.45,0.0,51965967.45,33476307.93,28.57,2.0
2020-04-01,2020-Q2,2020,2,Maps,Europe,53166368.47,22066184.66,47207,76.25,1871368,31100183.81,58.5,94,2.31,15.55,140.94,2.41,28.41,57.55,26,92.7,52566167.96,32288245.87,51965967.45,1680173.47,105132335.92,64576491.74,42.86,3.0
2020-07-01,2020-Q3,2020,3,Maps,Europe,31242733.02,16358874.48,23846,76.15,802562,14883858.54,47.64,74,-41.24,7.72,90.98,1.91,38.93,-57.11,72,84.45,45458356.32,26486783.43,52566167.96,10118418.4,136375068.95,79460350.28,57.14,4.0
2020-10-01,2020-Q4,2020,4,Maps,Europe,43536345.26,20489157.46,6930,83.55,524397,23047187.8,52.94,87,39.35,12.68,112.48,2.12,83.02,-34.66,32,70.66,44977853.55,25626884.52,45458356.32,8438757.71,179911414.21,102507538.08,42.86,3.0
2021-01-01,2021-Q1,2021,1,Maps,Europe,35893448.81,15304672.16,8680,86.55,1889905,20588776.65,57.36,97,-17.56,10.31,134.53,2.35,18.99,260.4,85,83.56,40959723.89,22405001.7,44977853.55,6730152.62,35893448.81,20588776.65,42.86,3.0
2021-04-01,2021-Q2,2021,2,Maps,Europe,59651964.03,19039253.09,38882,70.65,101514,40612710.94,68.08,99,66.19,16.3,213.31,3.13,587.62,-94.63,32,68.99,42581122.78,24783133.48,40959723.89,11093200.67,95545412.84,61201487.59,14.29,1.0
2021-07-01,2021-Q3,2021,3,Maps,Europe,22081593.85,9929326.51,17211,89.21,430158,12152267.35,55.03,98,-62.98,7.68,122.39,2.22,51.33,323.74,3,70.36,40290837.99,24100235.68,42581122.78,11956240.22,117627006.7,73353754.94,42.86,3.0
2021-10-01,2021-Q4,2021,4,Maps,Europe,73072948.92,22445308.4,17280,99.57,1049849,50627640.52,69.28,78,230.92,18.44,225.56,3.26,69.6,144.06,27,86.77,47674988.9,30995348.87,40290837.99,17713262.41,190699955.62,123981395.46,14.29,1.0
2022-01-01,2022-Q1,2022,1,Maps,Europe,63638095.81,41353020.9,10494,80.38,812057,22285074.91,35.02,87,-12.91,18.37,53.89,1.54,78.37,-22.65,74,90.43,54611150.65,31419423.43,47674988.9,17398580.07,63638095.81,22285074.91,100.0,7.0
2022-04-01,2022-Q2,2022,2,Maps,Europe,53672663.95,16423306.1,37786,84.48,1524545,37249357.85,69.4,74,-15.66,15.89,226.81,3.27,35.21,87.74,39,68.43,53116325.63,30578585.16,54611150.65,16879724.82,117310759.77,59534432.76,14.29,1.0
2022-07-01,2022-Q3,2022,3,Maps,Europe,90361591.57,35631872.89,7221,88.56,954290,54729718.69,60.57,91,68.36,18.67,153.6,2.54,94.69,-37.4,25,64.58,70186325.06,41222947.99,53116325.63,14666441.87,207672351.34,114264151.44,57.14,4.0
2022-10-01,2022-Q4,2022,4,Maps,Europe,64404194.96,39875834.48,37353,94.45,1128823,24528360.48,38.09,70,-28.73,14.78,61.51,1.62,57.05,18.29,19,68.37,68019136.57,34698127.98,70186325.06,14891624.69,272076546.3,138792511.92,85.71,6.0
2023-01-01,2023-Q1,2023,1,Maps,Europe,63487609.03,36069893.01,31003,71.89,1791224,27417716.02,43.19,77,-1.42,21.31,76.01,1.76,35.44,58.68,65,86.8,67981514.88,35981288.26,68019136.57,13633487.79,63487609.03,27417716.02,85.71,6.0
2023-04-01,2023-Q2,2023,2,Maps,Europe,29814335.61,18799094.85,29095,83.04,1121127,11015240.76,36.95,87,-53.04,8.96,58.59,1.59,26.59,-37.41,36,93.85,62016932.79,29422758.99,67981514.88,18323521.05,93301944.64,38432956.79,85.71,6.0
2023-07-01,2023-Q3,2023,3,Maps,Europe,85254056.88,38103366.49,40542,73.27,984558,47150690.38,55.31,97,185.95,18.54,123.74,2.24,86.59,-12.18,90,74.61,60740049.12,27528001.91,62016932.79,14907841.29,178556001.52,85583647.17,28.57,2.0
2023-10-01,2023-Q4,2023,4,Maps,Europe,44757846.62,26171296.11,49478,98.87,664756,18586550.51,41.53,77,-47.5,10.61,71.02,1.71,67.33,-32.48,49,65.72,55828462.04,26042549.42,60740049.12,15586924.26,223313848.14,104170197.68,71.43,5.0
2024-01-01,2024-Q1,2024,1,Maps,Europe,53114078.25,18119680.56,7892,71.61,426460,34994397.69,65.89,74,18.67,14.34,193.13,2.93,124.55,-35.85,52,60.61,53235079.34,27936719.84,55828462.04,16255764.12,53114078.25,34994397.69,28.57,2.0
2024-04-01,2024-Q2,2024,2,Maps,Europe,73227770.57,26993626.54,46887,95.36,918547,46234144.03,63.14,92,37.87,15.7,171.28,2.71,79.72,115.39,16,81.34,64088438.08,36741445.65,53235079.34,13305588.96,126341848.82,81228541.72,42.86,3.0
2024-07-01,2024-Q3,2024,3,Maps,Europe,57592682.63,37917173.03,15080,95.13,1088893,19675509.59,34.16,87,-21.35,12.24,51.89,1.52,52.89,18.55,67,91.94,57173094.52,29872650.46,64088438.08,13232390.82,183934531.45,100904051.31,100.0,7.0
2024-10-01,2024-Q4,2024,4,Maps,Europe,112143308.68,48093146.12,48168,94.49,1945847,64050162.56,57.11,83,94.72,25.05,133.18,2.33,57.63,78.7,74,62.19,74019460.03,41238553.47,57173094.52,18701869.58,296077840.13,164954213.88,28.57,2.0
2020-01-01,2020-Q1,2020,1,Search,Europe,42543621.96,13638893.6,37851,87.15,661053,28904728.36,67.94,79,0.0,12.36,211.93,3.12,64.36,0.0,6,99.51,42543621.96,28904728.36,42543621.96,0.0,42543621.96,28904728.36,14.29,1.0
2020-04-01,2020-Q2,2020,2,Search,Europe,64905484.21,20850825.93,28827,93.33,1606224,44054658.28,67.88,79,52.56,18.98,211.28,3.11,40.41,142.98,25,88.06,53724553.09,36479693.32,42543621.96,10712618.18,107449106.17,72959386.64,14.29,1.0
2020-07-01,2020-Q3,2020,3,Search,Europe,70969632.66,43551778.38,42704,96.54,1095030,27417854.28,38.63,100,9.34,17.54,62.95,1.63,64.81,-31.83,15,82.9,59472912.95,33459080.31,53724553.09,9206106.84,178418738.84,100377240.92,71.43,5.0
2020-10-01,2020-Q4,2020,4,Search,Europe,53860546.84,34676043.12,36284,82.58,200901,19184503.72,35.62,72,-24.11,15.68,55.32,1.55,268.09,-81.65,5,95.58,58069821.42,29890436.16,59472912.95,10365446.75,232279285.67,119561744.64,85.71,6.0
2021-01-01,2021-Q1,2021,1,Search,Europe,76828298.87,38013548.19,44253,93.55,113379,38814750.68,50.52,96,42.64,22.06,102.11,2.02,677.62,-43.56,42,84.52,66640990.64,32367941.74,58069821.42,11201891.1,76828298.87,38814750.68,85.71,6.0
2021-04-01,2021-Q2,2021,2,Search,Europe,31792984.69,16990657.05,30620,90.33,1109718,14802327.64,46.56,93,-58.62,8.69,87.12,1.87,28.65,878.77,52,66.79,58362865.76,25054859.08,66640990.64,10559258.75,108621283.56,53617078.32,57.14,4.0
2021-07-01,2021-Q3,2021,3,Search,Europe,32183150.7,20051100.48,16410,97.23,1299981,12132050.21,37.7,96,1.23,11.2,60.51,1.61,24.76,17.15,12,67.83,48666245.27,21233408.06,58362865.76,12076080.04,140804434.25,65749128.53,71.43,5.0
2021-10-01,2021-Q4,2021,4,Search,Europe,94511134.51,52637045.03,30446,92.05,1348174,41874089.47,44.31,77,193.67,23.85,79.55,1.8,70.1,3.71,31,83.88,58828892.19,26905804.5,48666245.27,15605880.54,235315568.76,107623218.01,71.43,5.0
2022-01-01,2022-Q1,2022,1,Search,Europe,68090146.76,32039620.85,11378,91.99,664798,36050525.91,52.95,90,-27.96,19.66,112.52,2.13,102.42,-50.69,62,78.85,56644354.16,26214748.31,58828892.19,14950175.23,68090146.76,36050525.91,57.14,4.0
2022-04-01,2022-Q2,2022,2,Search,Europe,49754034.29,26523267.28,46552,92.61,1973195,23230767.01,46.69,83,-26.93,14.73,87.59,1.88,25.21,196.81,87,77.97,61134616.56,28321858.15,56644354.16,13309449.89,117844181.05,59281292.92,85.71,6.0
2022-07-01,2022-Q3,2022,3,Search,Europe,64585743.66,22091949.88,9664,98.81,255626,42493793.78,65.79,92,29.81,13.35,192.35,2.92,252.66,-87.05,46,90.38,69235264.8,35912294.05,61134616.56,8938668.42,182429924.71,101775086.71,28.57,2.0
2022-10-01,2022-Q4,2022,4,Search,Europe,98678777.25,38043606.17,26144,76.2,970171,60635171.08,61.45,89,52.79,22.64,159.38,2.59,101.71,279.53,17,63.12,70277175.49,40602564.45,69235264.8,15571153.65,281108701.96,162410257.79,57.14,4.0
2023-01-01,2023-Q1,2023,1,Search,Europe,24662243.46,11985000.65,15138,95.47,236204,12677242.81,51.4,84,-75.01,8.28,105.78,2.06,104.41,-75.65,78,89.21,59420199.67,34759243.67,70277175.49,21212476.05,24662243.46,12677242.81,42.86,3.0
2023-04-01,2023-Q2,2023,2,Search,Europe,51920043.17,20981339.47,29559,90.22,1690703,30938703.7,59.59,98,110.52,15.6,147.46,2.47,30.71,615.78,41,85.05,59961701.89,36686227.84,59420199.67,20139059.07,76582286.63,43615946.51,14.29,1.0
2023-07-01,2023-Q3,2023,3,Search,Europe,57317551.31,17959380.75,32107,85.28,493520,39358170.57,68.67,100,10.4,12.47,219.15,3.19,116.14,-70.81,74,82.5,58144653.8,35902322.04,59961701.89,19897223.62,133899837.95,82974117.08,14.29,1.0
2023-10-01,2023-Q4,2023,4,Search,Europe,50550413.56,31387915.85,6298,86.32,292525,19162497.71,37.91,90,-11.81,11.98,61.05,1.61,172.81,-40.73,29,74.03,46112562.88,25534153.7,58144653.8,11919322.7,184450251.51,102136614.79,100.0,7.0
2024-01-01,2024-Q1,2024,1,Search,Europe,46226750.36,17290469.41,11644,97.14,1823566,28936280.95,62.6,98,-8.55,12.48,167.35,2.67,25.35,523.39,60,64.71,51503689.6,29598913.23,46112562.88,8294496.02,46226750.36,28936280.95,57.14,4.0
2024-04-01,2024-Q2,2024,2,Search,Europe,87430091.23,32023081.54,7767,89.0,1961805,55407009.69,63.37,75,89.13,18.74,173.02,2.73,44.57,7.58,18,84.59,60381201.62,35715989.73,51503689.6,15502519.12,133656841.59,84343290.64,28.57,2.0
2024-07-01,2024-Q3,2024,3,Search,Europe,77455433.19,42478222.26,6748,74.75,1543131,34977210.93,45.16,84,-11.41,16.46,82.34,1.82,50.19,-21.34,25,95.51,65415672.08,34620749.82,60381201.62,15313027.23,211112274.78,119320501.57,71.43,5.0
2024-10-01,2024-Q4,2024,4,Search,Europe,56311967.63,28906370.21,24530,70.14,986193,27405597.42,48.67,89,-27.3,12.58,94.81,1.95,57.1,-36.09,15,67.82,66856060.6,36681524.75,65415672.08,12904522.48,267424242.41,146726098.99,57.14,4.0
2020-01-01,2020-Q1,2020,1,YouTube,Europe,56133760.05,35506812.63,18064,80.12,498274,20626947.42,36.75,80,0.0,16.31,58.09,1.58,112.66,0.0,70,81.11,56133760.05,20626947.42,56133760.05,0.0,56133760.05,20626947.42,85.71,6.0
2020-04-01,2020-Q2,2020,2,YouTube,Europe,23807583.19,11456039.4,47897,92.02,652130,12351543.79,51.88,97,-57.59,6.96,107.82,2.08,36.51,30.88,58,67.71,39970671.62,16489245.6,56133760.05,5851594.02,79941343.24,32978491.21,57.14,4.0
2020-07-01,2020-Q3,2020,3,YouTube,Europe,72851532.34,23280335.75,5043,79.45,663999,49571196.59,68.04,88,206.0,18.0,212.93,3.13,109.72,1.82,40,70.89,50930958.53,27516562.6,39970671.62,19542920.38,152792875.58,82549687.8,28.57,2.0
2020-10-01,2020-Q4,2020,4,YouTube,Europe,66079790.91,27802108.2,48658,73.59,1990186,38277682.72,57.93,72,-9.3,19.24,137.68,2.38,33.2,199.73,48,64.96,54718166.62,30206842.63,50930958.53,16839465.09,218872666.49,120827370.52,28.57,2.0
2021-01-01,2021-Q1,2021,1,YouTube,Europe,56536156.36,26476258.9,47203,97.47,1146835,30059897.46,53.17,82,-14.44,16.24,113.54,2.14,49.3,-42.38,64,70.31,54818765.7,32565080.14,54718166.62,15670618.12,56536156.36,30059897.46,57.14,4.0
2021-04-01,2021-Q2,2021,2,YouTube,Europe,73691752.8,48703670.25,20434,86.48,641659,24988082.55,33.91,89,30.34,20.14,51.31,1.51,114.85,-44.05,36,99.84,67289808.11,35724214.83,54818765.7,10733252.53,130227909.17,55047980.02,100.0,7.0
2021-07-01,2021-Q3,2021,3,YouTube,Europe,39785994.85,27178803.06,36422,96.31,1745427,12607191.79,31.69,94,-46.01,13.84,46.39,1.46,22.79,172.02,39,61.95,59023423.73,26483213.63,67289808.11,10749908.02,170013904.02,67655171.8,100.0,7.0
2021-10-01,2021-Q4,2021,4,YouTube,Europe,60560901.28,26387488.25,7391,77.23,1053220,34173413.04,56.43,93,52.22,15.28,129.51,2.3,57.5,-39.66,62,63.47,57643701.32,25457146.21,59023423.73,9354143.04,230574805.3,101828584.84,28.57,2.0
2022-01-01,2022-Q1,2022,1,YouTube,Europe,29287626.11,18451417.42,13247,98.04,1454631,10836208.69,37.0,77,-51.64,8.46,58.73,1.59,20.13,38.11,26,82.93,50831568.76,20651224.02,57643701.32,10995437.21,29287626.11,10836208.69,85.71,6.0
2022-04-01,2022-Q2,2022,2,YouTube,Europe,61453459.01,35738256.41,42918,96.58,1193941,25715202.59,41.85,87,109.83,18.19,71.95,1.72,51.47,-17.92,93,89.59,47771995.31,20833004.03,50831568.76,11096580.24,90741085.12,36551411.28,100.0,7.0
2022-07-01,2022-Q3,2022,3,YouTube,Europe,79206768.48,36297078.87,14182,97.58,1136724,42909689.61,54.17,70,28.89,16.37,118.22,2.18,69.68,-4.79,66,93.11,57627188.72,28408628.48,47771995.31,13657208.05,169947853.6,79461100.89,71.43,5.0
2022-10-01,2022-Q4,2022,4,YouTube,Europe,79370352.36,31657799.95,36331,90.24,804565,47712552.41,60.11,99,0.21,18.21,150.71,2.51,98.65,-29.22,57,65.35,62329551.49,31793413.33,57627188.72,16863566.84,249318205.96,127173653.31,71.43,5.0
2023-01-01,2023-Q1,2023,1,YouTube,Europe,25719724.7,14571496.29,45175,93.07,1789768,11148228.4,43.35,77,-67.6,8.63,76.51,1.77,14.37,122.45,100,63.84,61437576.14,31871418.25,62329551.49,16734540.68,25719724.7,11148228.4,71.43,5.0
2023-04-01,2023-Q2,2023,2,YouTube,Europe,62959467.07,27533300.71,23216,82.1,523229,35426166.35,56.27,77,144.79,18.91,128.67,2.29,120.33,-70.77,66,78.35,61814078.15,34299159.19,61437576.14,16240854.79,88679191.76,46574394.76,42.86,3.0
2023-07-01,2023-Q3,2023,3,YouTube,Europe,60903880.43,32988335.06,30818,82.76,382858,27915545.38,45.84,74,-3.26,13.25,84.62,1.85,159.08,-26.83,50,72.37,57238356.14,30550623.14,61814078.15,15293781.9,149583072.2,74489940.14,85.71,6.0
2023-10-01,2023-Q4,2023,4,YouTube,Europe,37293501.39,22404027.9,40300,89.63,1031319,14889473.49,39.93,87,-38.77,8.84,66.46,1.66,36.16,169.37,97,70.89,46719143.4,22344853.41,57238356.14,11300449.23,186876573.59,89379413.63,85.71,6.0
2024-01-01,2024-Q1,2024,1,YouTube,Europe,76677436.79,49392642.48,46452,77.79,791857,27284794.3,35.58,96,105.61,20.7,55.24,1.55,96.83,-23.22,79,82.47,59458571.42,26378994.88,46719143.4,8505721.08,76677436.79,27284794.3,100.0,7.0
2024-04-01,2024-Q2,2024,2,YouTube,Europe,91594291.91,37661383.27,22129,95.79,1650772,53932908.63,58.88,71,19.45,19.63,143.2,2.43,55.49,108.47,71,90.57,66617277.63,31005680.45,59458571.42,16419336.64,168271728.69,81217702.93,71.43,5.0
2024-07-01,2024-Q3,2024,3,YouTube,Europe,89671667.42,44096411.59,11411,74.13,545409,45575255.83,50.82,98,-2.1,19.06,103.35,2.03,164.41,-66.96,15,87.61,73809224.38,35420608.07,66617277.63,17640305.14,257943396.11,126792958.77,42.86,3.0
2024-10-01,2024-Q4,2024,4,YouTube,Europe,93009432.94,39331679.7,40073,81.59,1760365,53677753.24,57.71,94,3.72,20.78,136.47,2.36,52.84,222.76,17,94.41,87738207.26,45117678.0,73809224.38,12506055.84,350952829.05,180470712.01,14.29,1.0
2020-01-01,2020-Q1,2020,1,AI,Middle East & Africa,51780743.66,16526922.95,9454,83.01,1589852,35253820.71,68.08,89,0.0,14.7,213.31,3.13,32.57,0.0,82,78.97,51780743.66,35253820.71,51780743.66,0.0,51780743.66,35253820.71,14.29,1.0
2020-04-01,2020-Q2,2020,2,AI,Middle East & Africa,40252945.9,12402065.42,49093,71.32,1663301,27850880.48,69.19,88,-22.26,9.86,224.57,3.25,24.2,4.62,6,88.14,46016844.78,31552350.59,51780743.66,5234669.24,92033689.55,63104701.18,14.29,1.0
2020-07-01,2020-Q3,2020,3,AI,Middle East & Africa,40058282.61,23221454.47,18175,95.28,1791651,16836828.14,42.03,75,-0.48,13.64,72.51,1.73,22.36,7.72,18,92.11,44030657.39,26647176.44,46016844.78,9267312.52,132091972.16,79941529.32,100.0,7.0
2020-10-01,2020-Q4,2020,4,AI,Middle East & Africa,59810653.63,37520361.48,34752,73.83,236259,22290292.15,37.27,96,49.31,17.82,59.41,1.59,253.16,-86.81,10,91.61,47975656.45,25557955.37,44030657.39,7874071.23,191902625.79,102231821.47,85.71,6.0
2021-01-01,2021-Q1,2021,1,AI,Middle East & Africa,40221577.16,24265089.78,41387,85.82,731529,15956487.38,39.67,84,-32.75,12.96,65.76,1.66,54.98,209.63,58,69.39,45085864.82,20733622.04,47975656.45,5510130.3,40221577.16,15956487.38,85.71,6.0
2021-04-01,2021-Q2,2021,2,AI,Middle East & Africa,51496454.75,22327418.4,23740,96.83,1611545,29169036.35,56.64,88,28.03,15.95,130.64,2.31,31.95,120.3,47,65.49,47896742.04,21063161.0,45085864.82,6086900.44,91718031.91,45125523.73,28.57,2.0
2021-07-01,2021-Q3,2021,3,AI,Middle East & Africa,48351771.59,17929802.45,9612,93.52,1470491,30421969.13,62.92,94,-6.11,15.1,169.67,2.7,32.88,-8.75,11,65.09,49970114.28,24459446.25,47896742.04,6701677.83,140069803.49,75547492.86,42.86,3.0
2021-10-01,2021-Q4,2021,4,AI,Middle East & Africa,53131588.05,25448217.22,40203,75.91,1309417,27683370.83,52.1,77,9.89,10.81,108.78,2.09,40.58,-10.95,50,60.23,48300347.89,25807715.92,49970114.28,6662196.66,193201391.54,103230863.69,71.43,5.0
2022-01-01,2022-Q1,2022,1,AI,Middle East & Africa,47980623.77,28916707.37,15508,83.0,1711809,19063916.4,39.73,90,-9.69,13.76,65.93,1.66,28.03,30.73,90,77.98,50240109.54,26584573.18,48300347.89,5137207.16,47980623.77,19063916.4,71.43,5.0
2022-04-01,2022-Q2,2022,2,AI,Middle East & Africa,41064887.31,23205487.48,13227,90.69,1230527,17859399.84,43.49,81,-14.41,10.97,76.96,1.77,33.37,-28.12,60,71.94,47632217.68,23757164.05,50240109.54,6235514.49,89045511.08,36923316.23,57.14,4.0
2022-07-01,2022-Q3,2022,3,AI,Middle East & Africa,59921320.14,41032925.77,8230,82.74,935253,18888394.37,31.52,78,45.92,19.62,46.03,1.46,64.07,-24.0,40,83.96,50524604.82,20873770.36,47632217.68,4570717.57,148966831.22,55811710.61,100.0,7.0
2022-10-01,2022-Q4,2022,4,AI,Middle East & Africa,88235250.62,60205560.62,17306,86.81,1104907,28029690.0,31.77,79,47.25,20.78,46.56,1.47,79.86,18.14,13,81.18,59300520.46,20960350.15,50524604.82,4742746.06,237202081.85,83841400.61,100.0,7.0
2023-01-01,2023-Q1,2023,1,AI,Middle East & Africa,71391048.65,43159568.2,5058,87.64,1411216,28231480.45,39.54,87,-19.09,24.32,65.41,1.65,50.59,27.72,26,99.31,65153126.68,23252241.17,59300520.46,5649269.5,71391048.65,28231480.45,71.43,5.0
2023-04-01,2023-Q2,2023,2,AI,Middle East & Africa,29695691.67,17282823.05,10909,87.33,1047862,12412868.62,41.8,71,-58.4,7.13,71.82,1.72,28.34,-25.75,93,83.26,62310827.77,21890608.36,65153126.68,7675411.43,101086740.32,40644349.07,100.0,7.0
2023-07-01,2023-Q3,2023,3,AI,Middle East & Africa,82385342.14,40538693.59,39786,79.24,1550657,41846648.56,50.79,89,177.43,24.08,103.23,2.03,53.13,47.98,15,95.9,67926833.27,27630171.91,62310827.77,12030457.38,183472082.46,82490997.63,42.86,3.0
2023-10-01,2023-Q4,2023,4,AI,Middle East & Africa,88545633.95,32834409.37,35165,86.62,1003293,55711224.58,62.92,71,7.48,15.56,169.67,2.7,88.26,-35.3,64,81.15,68004429.1,34550555.55,67926833.27,18538381.62,272017716.41,138202222.21,42.86,3.0
2024-01-01,2024-Q1,2024,1,AI,Middle East & Africa,40510922.87,24930258.67,46479,91.92,1195112,15580664.2,38.46,79,-54.25,10.15,62.5,1.62,33.9,19.12,1,98.75,60284397.66,31387851.49,68004429.1,20903987.34,40510922.87,15580664.2,42.86,3.0
